就労継続支援（Ｂ型）,,,,,,,,,,,,,,,,,
事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：身体,主たる対象者：知的,主たる対象者：精神,主たる対象者：難病,利用定員,多機能の有無,指定日,主たる事業所名,,,
2712302096,ＣＯＮＮＥＣＴＷｏｒｋ天王寺,06-6777-6194,06-6777-6243,545-0001,大阪市阿倍野区天王寺町北三丁目６番１１号　シンエイビル５Ｆ,株式会社ｍｏｏｂｌｅ,○,○,○,○,20,,2023/07/01,,,,
2712203047,障がい福祉サポートネットＣｌａｎＮｉｎｅ　,080-3935-1679,06-4256-0793,545-0001,大阪市阿倍野区天王寺町北二丁目４番１号　Ｎｉｎｅ　Ｇａｒｄｅｎ　Ｓｑｕａｒｅ寺田町１階・２階,株式会社Ｎｉｎｅ,○,○,○,○,40,,2020/08/01,,,,
2712300413,就労支援事業所アテナ平和,06-6629-2062,06-6629-2063,545-0003,大阪市阿倍野区美章園三丁目７番２号　,社会福祉法人日本ヘレンケラー財団,,○,○,,20,,2007/10/01,,,,
2712302294,ぴんくぽぴー,080-9608-2258, ,545-0005,大阪市阿倍野区三明町二丁目１１番２９号　ラシーヌ三明町２階Ｓー２０１号室,株式会社Ｋｉｍｂｅｒｌｙ,○,○,○,○,20,,2024/11/01,,,,
2712300397,ワークスペース街,06-6622-2866,06-6622-2869,545-0011,大阪市阿倍野区昭和町一丁目５番２７号　フェニックス昭和町ビル２階,特定非営利活動法人　ドマーニ,○,○,○,○,20,○,2007/10/01,,,,
2712300017,シルフ,06-6626-6074,06-6626-6075,545-0021,大阪市阿倍野区阪南町三丁目４３番８号　,社会福祉法人日本ヘレンケラー財団,,○,○,○,10,○,2006/10/01,,,,
2712302260,小雪,06-6654-8105,06-6654-8106,545-0021,大阪市阿倍野区阪南町七丁目８番４号　１階・２Ｆー２０３,一般社団法人ミレニアム,○,○,○,○,40,,2024/10/01,,,,
2712301650,ＤＩＧ西田辺,06-6655-1882,06-6655-1883,545-0021,大阪市阿倍野区阪南町五丁目１１番２５号　長生ビル　４Ｆ,株式会社シクロ,○,○,○,○,40,,2021/05/01,,,,
2712301213,ミラクル,06-6690-7222,06-6690-7240,545-0021,大阪市阿倍野区阪南町六丁目７番２８号　 ,合同会社パワフル,○,○,○,○,20,,2017/10/01,,,,
2712301346,ＴＡＫワークステーション,06-7708-1681,06-7708-1681,545-0021,大阪市阿倍野区阪南町三丁目７番６号　 ,株式会社ＴＡＫ,○,○,○,○,20,,2018/09/01,,,,
2712301973,Ｂワーク昭和町,06-4400-5556,06-4400-5557,545-0021,大阪市阿倍野区阪南町一丁目２７番２号　昭和町ビル４階,株式会社ｅｔｅｒｎｉｔｙ,○,○,○,○,20,,2022/12/01,,,,
2712300397,ワークスペース街Ⅱ,06-6621-6330,06-6621-6330,545-0021,大阪市阿倍野区阪南町一丁目50番8号　２階　,特定非営利活動法人　ドマーニ,○,○,○,○,10,○,2007/10/01,ワークスペース街,,,
2710800513,リカバリハウスいちご（リカバリハウスいちご阿倍野）,06-6628-1121,06-6628-1121,545-0022,大阪市阿倍野区播磨町一丁目４番１５号　 ,特定非営利活動法人　いちごの会,,,○,,19,○,2007/04/01,,,,
2712300629,あべの作業所,06-6624-6685,06-6624-9701,545-0023,大阪市阿倍野区王子町一丁目１０番２号　 ,特定非営利活動法人　至誠,,○,○,,10,○,2011/04/01,,,,
2712302229,ＯＨＡＮＡ　ＤＲＥＡＭ　ＦＡＣＴＯＲＹ,06-6657-7812,06-6657-6403,545-0034,大阪市阿倍野区阿倍野元町５番２６号　 ,ウールー合同会社,○,○,○,○,20,,2024/04/01,,,,
2712302005,就労継続支援　美来,06-4398-6013,06-4398-6023,545-0041,大阪市阿倍野区共立通一丁目１０番１９号　 ,株式会社美来,○,○,○,○,20,,2023/02/01,,,,
2712301288,ワンダーフレンズあべの,06-6648-1239,06-6537-1597,545-0051,大阪市阿倍野区旭町一丁目１番１０号　竹澤ビル４Ｆ,株式会社ワンダーフレンズ,○,○,○,○,20,,2018/02/01,,,,
2712302120,心ノ美療,06-6684-9528,06-6684-9527,545-0051,大阪市阿倍野区旭町一丁目２番７号　あべのメディックス３０２号室,株式会社心ノ美医療,○,○,○,○,20,,2023/09/01,,,,
2712302245,就労支援　みらい,06-6622-7755,06-6622-8877,545-0052,大阪市阿倍野区阿倍野筋五丁目９番２１号　ヒカタビル１階,合同会社清風会,○,○,○,,20,,2024/07/01,,,,
2712300637,アトリエコーナス,06-6658-6370,06-6659-9312,545-0052,大阪市阿倍野区阿倍野筋四丁目２４番１３号　 ,特定非営利活動法人　コーナス,○,○,○,○,10,○,2020/04/01,,,,
2715900953,ＮＰＯ法人　ありんこの家,06-6673-8030,06-6673-8030,559-0001,大阪市住之江区粉浜三丁目１０ー３４　 ,ＮＰＯ法人　ありんこの家,○,○,○,○,20,,2013/11/01,,,,
2715901746,桜井ケアセンター就労継続支援Ｂ型,06-6676-2255,06-6676-2400,559-0003,大阪市住之江区安立三丁目６番２６号　 ,株式会社　Ｓｙｍｐａｔｈｙ,○,○,○,○,20,,2021/07/01,,,,
2715902009,就労継続支援Ｂ型　モモちゃんのおうち,06-6654-4587,06-6654-4588,559-0003,大阪市住之江区安立一丁目２番１１号　 ,株式会社ＥＸ０,○,○,○,○,20,,2023/04/01,,,,
2715902215,キャンディ,090-7399-6292,072-931-3782,559-0003,大阪市住之江区安立三丁目８番１２号　２・３階,株式会社ＢＲＵＳＨ　ＵＰ,○,○,○,○,20,,2024/10/01,,,,
2715901803,就労継続支援Ｂ型　珈琲焙煎作業所ＳＲＭ,06-6678-2919,06-7635-8484,559-0004,大阪市住之江区住之江一丁目４番４１号　南一ビル２Ｆ－Ｃ,一般社団法人地域スポーツ教育ＣＳＲ,○,○,○,○,20,,2021/11/01,,,,
2715901902,セカンドライフ,06-6105-1658,06-6105-1659,559-0004,大阪市住之江区住之江一丁目２番２４号　ライズ住之江１Ｆ,株式会社Ａｌｉｖｅ,○,○,○,○,20,,2022/06/01,,,,
2715901779,まんてん就労支援西住之江,06-6672-2000,06-6672-2001,559-0005,大阪市住之江区西住之江三丁目１番２１号　セリザー住之江１Ｆ,株式会社まんてんケアサービス,○,○,○,,20,,2021/08/01,,,,
2715901688,就労継続支援Ａ型Ｂ型　わか,06-6675-3689,06-6675-3699,559-0005,大阪市住之江区西住之江二丁目１番１号　２階,わか株式会社,○,○,○,○,10,○,2021/01/01,,,,
2715901266,一般社団法人つながりくらぶ,06-6115-7515,06-6115-7665,559-0006,大阪市住之江区浜口西二丁目３番２２号西川ビル　 ,一般社団法人つながりくらぶ,○,○,○,,20,,2016/05/01,,,,
2715902181,就労継続支援Ｂ型Ｃｏｏｋｉｅ,06-6655-1202,06-6655-1203,559-0006,大阪市住之江区浜口西一丁目２番８号　住吉グリーンハイツ２０５,株式会社ＥＸＣＥＬ,○,○,○,○,20,,2024/07/01,,,,
2715901217,ほほえみ,06-6690-7336,06-6690-7337,559-0011,大阪市住之江区北加賀屋一丁目２番３３号　 ,合同会社ほほえみ,○,○,○,○,20,,2016/02/01,,,,
2715901787,ホイミ堂,06-6682-1600,06-6682-1601,559-0011,大阪市住之江区北加賀屋二丁目１２番７号　２Ｆ,株式会社ホイミ,○,○,○,○,20,,2021/08/01,,,,
2715901795,ホイミ園,06-6654-6022, ,559-0011,大阪市住之江区北加賀屋一丁目９番２号　コーポ吉野屋１Ｆ,株式会社ホイミ,○,○,○,○,20,,2021/10/01,,,,
2715901993,フレンド工房,06-7503-4153,06-7503-4153,559-0011,大阪市住之江区北加賀屋一丁目２番１８号　 ,特定非営利活動法人長居公園元気ネット,○,○,○,○,20,,2023/02/01,,,,
2715901092,アイリーワークショップ,06-7165-6446,06-4977-8213,559-0012,大阪市住之江区東加賀屋四丁目６番１４号　住吉センタービル１０５号室,アイリーライフ　株式会社,○,○,○,○,20,,2015/04/01,,,,
2715900938,ウッズブック社,06-6657-6537,06-6657-6538,559-0012,大阪市住之江区東加賀屋三丁目１２番１８号３０３　 ,一般社団法人ウッズブック社,○,○,○,,28,,2013/10/01,,,,
2715901001,ぴあどりーむ,06-6681-7771,06-6681-7775,559-0013,大阪市住之江区御崎六丁目１番３号　タカラビル２階,株式会社　夢空間,○,○,○,○,20,○,2015/07/01,,,,
2715901316,スマイル住之江,06-6686-2223,06-6686-2225,559-0013,大阪市住之江区御崎七丁目４番１９号　 ,有限会社　ジャパンケアニジュウイチ,○,○,○,○,20,,2017/03/01,,,,
2715901662,就労支援福来朗,06-6627-9995,06-6627-9995,559-0013,大阪市住之江区御崎七丁目４番２号　 ,株式会社立志会,○,○,○,○,20,,2020/11/01,,,,
2715901845,ホイミＬＡＢＯ,06-6655-0335,06-6655-0336,559-0013,大阪市住之江区御崎一丁目２番１１号　１階,株式会社ホイミ,○,○,○,○,20,,2021/12/01,,,,
2715902041,就労継続支援Ｂ型　ポニー・ワークアシスト,06-6616-7399,06-6616-7398,559-0013,大阪市住之江区御崎八丁目３番２６号４Ｆ　 ,有限会社ＥＤＳ,○,○,○,,20,,2023/09/01,,,,
2715902058,ワーク支援オリーブ,06-6626-4084,06-6626-4085,559-0013,大阪市住之江区御崎七丁目４番１９号　吉田ビル４Ｆ,株式会社ＣＯＣＡ,○,○,○,○,20,,2023/09/01,,,,
2715902157,パドル住之江,06-6686-3300,06-6686-3301,559-0013,大阪市住之江区御崎四丁目３番１６号　 ,株式会社ＦＨＩ,○,○,○,○,20,○,2024/04/01,,,,
2715901365,デザインのたまてばこ,06-6683-6499,06-6627-9455,559-0017,大阪市住之江区中加賀屋三丁目１６番２号　 ,一般社団法人ハートコンチェルト,○,○,○,○,14,○,2019/07/01,,,,
2715901860,すぷらんぐるＣＡＦＥ,06-6625-8804,06-6625-8804,559-0017,大阪市住之江区中加賀屋二丁目６番１５号　ストークマンション住之江２０４,合同会社ＳＨＡＲＥ＆ＤＥＳＩＧＮ,○,○,○,○,10,○,2023/05/01,,,,
2715902207,就労支援　ニコリ,06-7493-0175,06-7493-0175,559-0021,大阪市住之江区柴谷二丁目６番４８号　 ,株式会社スマイル,○,○,○,○,30,,2024/09/01,,,,
2715900722,ひまわり作業所,06-6686-5101,06-6115-7578,559-0022,大阪市住之江区緑木一丁目１番３号　山本マンション１階,ＮＰＯ法人　ひまわり,○,○,○,,20,,2012/04/01,,,,
2715901548,就労支援作業所さくらっ子,06-6690-7839,06-6690-7838,559-0025,大阪市住之江区平林南二丁目１番４５号　１、２階,株式会社　さくらっ子,○,○,○,,20,,2019/07/01,,,,
2715901373,ダイナーとき,06-4703-2525,06-4703-1414,559-0034,大阪市住之江区南港北二丁目１番１０号　ＡＴＣビル４階Ｐ－１－２,株式会社　とき,○,○,○,○,10,○,2017/08/01,,,,
2712002480,就労継続支援Ｂ型事業所ｗｏｒｋｗｏｒｋ,06-7896-3006,06-7896-3006,558-0001,大阪市住吉区大領二丁目２番２６号　ハイツ大領１階,合同会社わくわく堂,○,○,○,○,20,,2021/10/01,,,,
2712003249,就労継続支援Ｂ型　ＳＡＫＵＲＡ,06-6654-3347,06-6654-3348,558-0002,大阪市住吉区長居西二丁目５番６４号　フィル・パーク大阪長居西２階,株式会社　勇気,○,○,○,○,20,,2024/12/01,,,,
2711801023,フェリシア,06-6691-3334,06-6567-9109,558-0002,大阪市住吉区長居西二丁目１３番２３号　グランビルド長居１０３号,株式会社デステック,○,○,○,○,10,,2020/06/01,ウィステリア,,,
2712002613,冬至,06-6654-8105,06-6654-8106,558-0003,大阪市住吉区長居一丁目１４番２号　長居第三ハイツ１０２号室,一般社団法人ミレニアム,○,○,○,○,40,○,2022/07/01,,,,
2712003025,ステップアップ,06-6629-8803,06-6629-8813,558-0003,大阪市住吉区長居二丁目１２番５号　長居大発マンション２Ｆ,合同会社ステップアップ,○,○,○,○,20,,2024/03/01,,,,
2712002217,リカバリハウスいちご長居,06-6694-4701,06-6694-4701,558-0004,大阪市住吉区長居東四丁目６番１５－３０２号　 ,特定非営利活動法人　いちごの会,,,○,,20,,2020/04/01,,,,
2712002530,チークプレイス住吉,06-6694-3337,06-6694-3338,558-0004,大阪市住吉区長居東四丁目６番１５号　長居パークサイドプラザ２０５－１号室,玉井商事株式会社,○,○,○,○,20,,2021/12/01,,,,
2712001797,かがやき,06-7708-7270,06-7708-7270,558-0004,大阪市住吉区長居東一丁目２５番５号　第３町田マンション１階,合同会社輝,○,○,○,,20,,2017/10/01,,,,
2712001813,Ｒｅｌａｉｆ,06-6690-0675,06-6690-0675,558-0004,大阪市住吉区長居東四丁目１１番２５号　タケ＆ハルビル第１　８階８０２号,ナチュール合同会社,○,○,○,○,20,,2017/10/01,,,,
2712002555,ワンダーフレンズ長居,06-6648-1239,06-6537-1597,558-0004,大阪市住吉区長居東四丁目２番２２号　長居東松本ビル２Ｆ,株式会社ワンダーフレンズ,○,○,○,○,20,,2022/01/01,,,,
2712002845,Ｊｏｂたま,06-6691-0666,06-6691-0666,558-0011,大阪市住吉区苅田五丁目２番２９号　ロイヤルハイツ５番館,有限会社泉光企画,○,○,○,○,20,,2023/07/01,,,,
2712001987,Ａｂｏ,06-6690-5880,06-6690-5881,558-0013,大阪市住吉区我孫子東二丁目６番２９号　サンシャイン寿３０５号,合同会社ＳＡＮＡＳＥ,○,○,○,○,20,,2018/12/01,,,,
2712002605,ユアペース,080-8115-6421,06-7506-9568,558-0013,大阪市住吉区我孫子東一丁目３番３２号　 ,株式会社ＹｏｕｒＰａｃｅ,○,○,○,○,10,○,2022/06/01,,,,
2712002225,ステラあびこ,06-6696-8035, ,558-0014,大阪市住吉区我孫子四丁目９番１６号　 ,株式会社シマザキ,○,○,○,○,20,,2020/04/01,,,,
2712001094,あびこ障がい者福祉共同作業所,06-6691-5577,06-6691-5578,558-0014,大阪市住吉区我孫子四丁目１番２０号　,特定非営利活動法人あびこ障がい者福祉共同作業所,○,○,,,10,,2012/01/01,,,,
2712001599,はぁとらんど浅香,06-4700-0810,06-4700-0811,558-0021,大阪市住吉区浅香一丁目７番１５号　 ,社会福祉法人あさか会,○,○,○,○,18,○,2016/02/01,,,,
2712002886,集ＧＯコラボ,06-6777-7837,06-6777-7836,558-0022,大阪市住吉区杉本一丁目９番１９号　 ,ｏｈｓｔｉａ　ｆａｃｔｏｒｙ　株式会社,○,○,○,○,20,,2023/08/01,,,,
2712003082,ライフカンパニー住吉,06-6624-9827,06-6624-9828,558-0032,大阪市住吉区遠里小野二丁目４番２２号　せいき第一遠里小野ビル１階,ライフカンパニー株式会社,○,○,○,○,20,,2024/05/01,,,,
2712002548,ウィル事業所,06-6694-1118,06-6694-1119,558-0032,大阪市住吉区遠里小野一丁目７番１９号　ソフィアビル２階,株式会社かたち,○,○,○,○,10,○,2021/12/01,,,,
2712002837,ＨＥＲＯ住吉,06-6569-9526,06-6569-9527,558-0033,大阪市住吉区清水丘二丁目４番１６号　 ,一般社団法人ＨＥＲＯ,○,○,○,○,20,,2023/07/01,,,,
2712001615,オリーブ就労継続支援Ｂ型事業所,06-7890-0660,06-7890-0660,558-0033,大阪市住吉区清水丘二丁目３３番２０号　 ,株式会社ＡＪ,○,○,○,○,20,,2016/04/01,,,,
2712002894,Ｐｅａｃｈ,06-6626-4163,06-6569-9285,558-0033,大阪市住吉区清水丘一丁目４番１９号　 ,合同会社ｐｅａｃｈ,○,○,○,○,20,,2023/09/01,,,,
2712002191,ノブカン長居,06-6629-8166,06-7635-7407,558-0041,大阪市住吉区南住吉二丁目５番１９号　グリーンコート１階店舗,株式会社ノブカントリー,○,○,○,○,20,,2020/02/01,,,,
2712003157,障がい福祉サポートＧｏ！,06-6654-8886,06-6654-8886,558-0041,大阪市住吉区南住吉四丁目６番２７号　 ,株式会社Ｇｏ２,○,○,○,○,20,,2024/08/01,,,,
2712001862,ワークショップ　ｋｏｓｅｉ,06-6654-8117,06-6654-8117,558-0042,大阪市住吉区殿辻二丁目１番３号２Ｆ　 ,株式会社ＫＯＳＥＩ,○,○,○,○,20,,2018/03/01,,,,
2712002282,ＣＮＣ　Ｊｏｂ‘ｓ,06-4701-5610,06-4701-5611,558-0042,大阪市住吉区殿辻二丁目１番３号　エムズ殿辻６階,株式会社ＣＮＣ,○,○,○,○,20,,2020/08/01,,,,
2712000799,多機能型　すみえ,06-6674-1995,06-6674-1995,558-0043,大阪市住吉区墨江四丁目１５番２２号　 ,ＮＰＯ法人　ＷＩＮＧ,○,○,○,○,13,○,2010/04/01,,,,
2712002332,ぬくもり,06-6115-8902,06-6115-8903,558-0044,大阪市住吉区長峡町６番５号　 ,合同会社ｓｔａｂｌｅ,○,○,○,○,20,,2021/04/01,,,,
2712003215,就労継続支援Ｂ型事業所エル住吉,06-6627-9215,06-6627-9216,558-0047,大阪市住吉区千躰一丁目４番３２号　４Ｆ,合同会社ライフサポートつばさ,○,○,○,○,20,,2024/11/01,,,,
2712003124,就労継続支援Ｂ型事業所　ジャムハウス,06-7410-4054,06-7410-4054,558-0047,大阪市住吉区千躰一丁目４番１８号　カツタビルディング１号館１０２・１０３,株式会社葵,○,○,○,○,20,,2024/06/01,,,,
2712000807,ワークセンター粉浜,06-6671-3111,06-6671-0360,558-0051,大阪市住吉区東粉浜二丁目１５番７号　 ,社会福祉法人　大阪市障害者福祉・スポーツ協会,○,○,○,,40,,2010/04/01,,,,
